barcode	annotation
"cell_3073"	"TAM"
"cell_3074"	"CAF"
"cell_3075"	"ETC"
"cell_3076"	"ETC"
"cell_3077"	"TAM"
"cell_3078"	"TAM"
"cell_3079"	"TAM"
"cell_3080"	"TAM"
"cell_3081"	"ETC"
"cell_3082"	"TAM"
"cell_3083"	"TAM"
"cell_3084"	"TAM"
"cell_3085"	"TAM"
"cell_3086"	"ETC"
"cell_3087"	"TAM"
"cell_3088"	"TAM"
"cell_3089"	"TAM"
"cell_3090"	"TAM"
"cell_3091"	"TAM"
"cell_3092"	"ETC"
"cell_3093"	"TAM"
"cell_3094"	"TAM"
"cell_3095"	"Endo"
"cell_3096"	"TAM"
"cell_3097"	"TIL"
"cell_3098"	"TIL"
"cell_3099"	"ETC"
"cell_3100"	"TAM"
"cell_3101"	"TAM"
"cell_3102"	"TAM"
"cell_3103"	"CAF"
"cell_3104"	"TAM"
"cell_3105"	"TAM"
"cell_3106"	"TAM"
"cell_3107"	"TAM"
"cell_3108"	"TIL"
"cell_3109"	"TAM"
"cell_3110"	"ETC"
"cell_3111"	"TAM"
"cell_3112"	"TAM"
"cell_3113"	"ETC"
"cell_3114"	"TAM"
"cell_3115"	"TAM"
"cell_3116"	"DC"
"cell_3117"	"TAM"
"cell_3118"	"ETC"
"cell_3119"	"TAM"
"cell_3120"	"TAM"
"cell_3121"	"TAM"
"cell_3122"	"TAM"
"cell_3123"	"TAM"
"cell_3124"	"TAM"
"cell_3125"	"ETC"
"cell_3126"	"TAM"
"cell_3127"	"TAM"
"cell_3128"	"TAM"
"cell_3129"	"ETC"
"cell_3130"	"CAF"
"cell_3131"	"ETC"
"cell_3132"	"TAM"
"cell_3133"	"TIL"
"cell_3134"	"TAM"
"cell_3135"	"TIL"
"cell_3136"	"TAM"
"cell_3137"	"ETC"
"cell_3138"	"TAM"
"cell_3139"	"TIL"
"cell_3140"	"ETC"
"cell_3141"	"ETC"
"cell_3142"	"CAF"
"cell_3143"	"CAF"
"cell_3144"	"ETC"
"cell_3145"	"TAM"
"cell_3146"	"CAF"
"cell_3147"	"DC"
"cell_3148"	"TAM"
"cell_3149"	"TAM"
"cell_3150"	"TAM"
"cell_3151"	"CAF"
"cell_3152"	"TAM"
"cell_3153"	"TAM"
"cell_3154"	"CAF"
"cell_3155"	"CAF"
"cell_3156"	"ETC"
"cell_3157"	"TAM"
"cell_3158"	"ETC"
"cell_3159"	"TAM"
"cell_3160"	"DC"
"cell_3161"	"TAM"
"cell_3162"	"TAM"
"cell_3163"	"TAM"
"cell_3164"	"TIL"
"cell_3165"	"TAM"
"cell_3166"	"CAF"
"cell_3167"	"CAF"
"cell_3168"	"DC"
"cell_3169"	"ETC"
"cell_3170"	"TAM"
"cell_3171"	"TAM"
"cell_3172"	"ETC"
"cell_3173"	"TAM"
"cell_3174"	"ETC"
"cell_3175"	"ETC"
"cell_3176"	"ETC"
"cell_3177"	"TAM"
"cell_3178"	"TAM"
"cell_3179"	"CAF"
"cell_3180"	"TAM"
"cell_3181"	"TAM"
"cell_3182"	"TAM"
"cell_3183"	"TAM"
"cell_3184"	"ETC"
"cell_3185"	"ETC"
"cell_3186"	"TAM"
"cell_3187"	"TAM"
"cell_3188"	"TAM"
"cell_3189"	"TAM"
"cell_3190"	"CAF"
"cell_3191"	"TAM"
"cell_3192"	"CAF"
"cell_3193"	"TAM"
"cell_3194"	"ETC"
"cell_3195"	"TAM"
"cell_3196"	"TIL"
"cell_3197"	"TIL"
"cell_3198"	"TIL"
"cell_3199"	"TAM"
"cell_3200"	"TIL"
"cell_3201"	"TAM"
"cell_3202"	"TAM"
"cell_3203"	"TAM"
"cell_3204"	"CAF"
"cell_3205"	"TAM"
"cell_3206"	"TAM"
"cell_3207"	"TIL"
"cell_3208"	"CAF"
"cell_3209"	"TAM"
"cell_3210"	"DC"
"cell_3211"	"TAM"
"cell_3212"	"TIL"
"cell_3213"	"TAM"
"cell_3214"	"TAM"
"cell_3215"	"TAM"
"cell_3216"	"ETC"
"cell_3217"	"TIL"
"cell_3218"	"TIL"
"cell_3219"	"CAF"
"cell_3220"	"TAM"
"cell_3221"	"TAM"
"cell_3222"	"ETC"
"cell_3223"	"TAM"
"cell_3224"	"TAM"
"cell_3225"	"ETC"
"cell_3226"	"TAM"
"cell_3227"	"TAM"
"cell_3228"	"TIL"
"cell_3229"	"ETC"
"cell_3230"	"TAM"
"cell_3231"	"TAM"
"cell_3232"	"TAM"
"cell_3233"	"TAM"
"cell_3234"	"CAF"
"cell_3235"	"DC"
"cell_3236"	"TAM"
"cell_3237"	"CAF"
"cell_3238"	"TAM"
"cell_3239"	"CAF"
"cell_3240"	"ETC"
"cell_3241"	"TIL"
"cell_3242"	"TAM"
"cell_3243"	"TAM"
"cell_3244"	"TAM"
"cell_3245"	"TAM"
"cell_3246"	"CAF"
"cell_3247"	"CAF"
"cell_3248"	"TAM"
"cell_3249"	"TAM"
"cell_3250"	"TIL"
"cell_3251"	"TAM"
"cell_3252"	"TAM"
"cell_3253"	"CAF"
"cell_3254"	"TAM"
"cell_3255"	"TAM"
"cell_3256"	"TAM"
"cell_3257"	"TIL"
"cell_3258"	"TAM"
"cell_3259"	"TAM"
"cell_3260"	"TAM"
"cell_3261"	"ETC"
"cell_3262"	"TAM"
"cell_3263"	"CAF"
"cell_3264"	"TAM"
"cell_3265"	"TAM"
"cell_3266"	"CAF"
"cell_3267"	"CAF"
"cell_3268"	"TAM"
"cell_3269"	"CAF"
"cell_3270"	"TAM"
"cell_3271"	"TAM"
"cell_3272"	"TIL"
"cell_3273"	"TAM"
"cell_3274"	"DC"
"cell_3275"	"Endo"
"cell_3276"	"TAM"
"cell_3277"	"TAM"
"cell_3278"	"ETC"
"cell_3279"	"TAM"
"cell_3280"	"CAF"
"cell_3281"	"TAM"
"cell_3282"	"TAM"
"cell_3283"	"TAM"
"cell_3284"	"CAF"
"cell_3285"	"ETC"
"cell_3286"	"CAF"
"cell_3287"	"TAM"
"cell_3288"	"ETC"
"cell_3289"	"CAF"
"cell_3290"	"TAM"
"cell_3291"	"TAM"
"cell_3292"	"TAM"
"cell_3293"	"TAM"
"cell_3294"	"TAM"
"cell_3295"	"TAM"
"cell_3296"	"DC"
"cell_3297"	"TAM"
"cell_3298"	"TAM"
"cell_3299"	"ETC"
"cell_3300"	"TAM"
"cell_3301"	"TAM"
"cell_3302"	"TAM"
"cell_3303"	"DC"
"cell_3304"	"TAM"
"cell_3305"	"TAM"
"cell_3306"	"ETC"
"cell_3307"	"TIL"
"cell_3308"	"CAF"
"cell_3309"	"TAM"
"cell_3310"	"TAM"
"cell_3311"	"CAF"
"cell_3312"	"TAM"
"cell_3313"	"TAM"
"cell_3314"	"CAF"
"cell_3315"	"TIL"
"cell_3316"	"TAM"
"cell_3317"	"TIL"
"cell_3318"	"TIL"
"cell_3319"	"TAM"
"cell_3320"	"ETC"
"cell_3321"	"TIL"
"cell_3322"	"TAM"
"cell_3323"	"ETC"
"cell_3324"	"TAM"
"cell_3325"	"ETC"
"cell_3326"	"CAF"
"cell_3327"	"TAM"
"cell_3328"	"TAM"
"cell_3329"	"TAM"
"cell_3330"	"DC"
"cell_3331"	"CAF"
"cell_3332"	"TAM"
"cell_3333"	"TAM"
"cell_3334"	"CAF"
"cell_3335"	"ETC"
"cell_3336"	"ETC"
"cell_3337"	"ETC"
"cell_3338"	"CAF"
"cell_3339"	"ETC"
"cell_3340"	"TAM"
"cell_3341"	"ETC"
"cell_3342"	"CAF"
"cell_3343"	"TAM"
"cell_3344"	"TAM"
"cell_3345"	"TAM"
"cell_3346"	"TAM"
"cell_3347"	"TAM"
"cell_3348"	"CAF"
"cell_3349"	"CAF"
"cell_3350"	"TAM"
"cell_3351"	"TAM"
"cell_3352"	"ETC"
"cell_3353"	"ETC"
"cell_3354"	"ETC"
"cell_3355"	"TAM"
"cell_3356"	"CAF"
"cell_3357"	"Endo"
"cell_3358"	"TAM"
"cell_3359"	"TIL"
"cell_3360"	"ETC"
"cell_3361"	"TIL"
"cell_3362"	"ETC"
"cell_3363"	"TAM"
"cell_3364"	"TAM"
"cell_3365"	"DC"
"cell_3366"	"ETC"
"cell_3367"	"TAM"
"cell_3368"	"TAM"
"cell_3369"	"TIL"
"cell_3370"	"ETC"
"cell_3371"	"TAM"
"cell_3372"	"ETC"
"cell_3373"	"TIL"
"cell_3374"	"ETC"
"cell_3375"	"TAM"
"cell_3376"	"TAM"
"cell_3377"	"TAM"
"cell_3378"	"ETC"
"cell_3379"	"TAM"
"cell_3380"	"TAM"
"cell_3381"	"DC"
"cell_3382"	"TAM"
"cell_3383"	"TAM"
"cell_3384"	"TAM"
"cell_3385"	"CAF"
"cell_3386"	"DC"
"cell_3387"	"TAM"
"cell_3388"	"TAM"
"cell_3389"	"CAF"
"cell_3390"	"CAF"
"cell_3391"	"TIL"
"cell_3392"	"TAM"
"cell_3393"	"TAM"
"cell_3394"	"TAM"
"cell_3395"	"TAM"
"cell_3396"	"TAM"
"cell_3397"	"ETC"
"cell_3398"	"TAM"
"cell_3399"	"TAM"
"cell_3400"	"TAM"
"cell_3401"	"TAM"
"cell_3402"	"TAM"
"cell_3403"	"TIL"
"cell_3404"	"DC"
"cell_3405"	"TAM"
"cell_3406"	"CAF"
"cell_3407"	"TAM"
"cell_3408"	"TAM"
"cell_3409"	"TAM"
"cell_3410"	"TAM"
"cell_3411"	"TAM"
"cell_3412"	"ETC"
"cell_3413"	"TAM"
"cell_3414"	"ETC"
"cell_3415"	"TAM"
"cell_3416"	"ETC"
"cell_3417"	"TAM"
"cell_3418"	"TAM"
"cell_3419"	"DC"
"cell_3420"	"TAM"
"cell_3421"	"DC"
"cell_3422"	"TAM"
"cell_3423"	"TAM"
"cell_3424"	"ETC"
"cell_3425"	"TAM"
"cell_3426"	"CAF"
"cell_3427"	"CAF"
"cell_3428"	"TAM"
"cell_3429"	"CAF"
"cell_3430"	"TAM"
"cell_3431"	"TIL"
"cell_3432"	"TIL"
"cell_3433"	"CAF"
"cell_3434"	"DC"
"cell_3435"	"TAM"
"cell_3436"	"CAF"
"cell_3437"	"TAM"
"cell_3438"	"ETC"
"cell_3439"	"TAM"
"cell_3440"	"TAM"
"cell_3441"	"TAM"
"cell_3442"	"TAM"
"cell_3443"	"CAF"
"cell_3444"	"TAM"
"cell_3445"	"DC"
"cell_3446"	"TIL"
"cell_3447"	"TAM"
"cell_3448"	"TAM"
"cell_3449"	"TIL"
"cell_3450"	"TIL"
"cell_3451"	"TAM"
"cell_3452"	"TAM"
"cell_3453"	"TAM"
"cell_3454"	"TAM"
"cell_3455"	"CAF"
"cell_3456"	"TIL"
"cell_3457"	"CAF"
"cell_3458"	"CAF"
"cell_3459"	"TAM"
"cell_3460"	"TAM"
"cell_3461"	"TAM"
"cell_3462"	"TAM"
"cell_3463"	"ETC"
"cell_3464"	"TAM"
"cell_3465"	"TAM"
"cell_3466"	"TAM"
"cell_3467"	"TAM"
"cell_3468"	"TAM"
"cell_3469"	"TAM"
"cell_3470"	"TAM"
"cell_3471"	"TAM"
"cell_3472"	"TAM"
"cell_3473"	"ETC"
"cell_3474"	"TAM"
"cell_3475"	"CAF"
"cell_3476"	"TAM"
"cell_3477"	"TAM"
"cell_3478"	"TIL"
"cell_3479"	"TAM"
"cell_3480"	"ETC"
"cell_3481"	"TIL"
"cell_3482"	"DC"
"cell_3483"	"TAM"
"cell_3484"	"TAM"
"cell_3485"	"TAM"
"cell_3486"	"TAM"
"cell_3487"	"TAM"
"cell_3488"	"TAM"
"cell_3489"	"TAM"
"cell_3490"	"TAM"
"cell_3491"	"TIL"
"cell_3492"	"ETC"
"cell_3493"	"CAF"
"cell_3494"	"TAM"
"cell_3495"	"DC"
"cell_3496"	"CAF"
"cell_3497"	"TAM"
"cell_3498"	"TAM"
"cell_3499"	"TAM"
"cell_3500"	"ETC"
"cell_3501"	"TAM"
"cell_3502"	"ETC"
"cell_3503"	"CAF"
"cell_3504"	"CAF"
"cell_3505"	"TAM"
"cell_3506"	"CAF"
"cell_3507"	"TAM"
"cell_3508"	"ETC"
"cell_3509"	"ETC"
"cell_3510"	"TAM"
"cell_3511"	"TAM"
"cell_3512"	"CAF"
"cell_3513"	"ETC"
"cell_3514"	"TAM"
"cell_3515"	"TAM"
"cell_3516"	"ETC"
"cell_3517"	"TAM"
"cell_3518"	"ETC"
"cell_3519"	"TAM"
"cell_3520"	"ETC"
"cell_3521"	"TAM"
"cell_3522"	"DC"
"cell_3523"	"TAM"
"cell_3524"	"TIL"
"cell_3525"	"ETC"
"cell_3526"	"TAM"
"cell_3527"	"TAM"
"cell_3528"	"ETC"
"cell_3529"	"TIL"
"cell_3530"	"CAF"
"cell_3531"	"ETC"
"cell_3532"	"ETC"
"cell_3533"	"TAM"
"cell_3534"	"TIL"
"cell_3535"	"TAM"
"cell_3536"	"TAM"
"cell_3537"	"CAF"
"cell_3538"	"TAM"
"cell_3539"	"TAM"
"cell_3540"	"TAM"
"cell_3541"	"ETC"
"cell_3542"	"TAM"
"cell_3543"	"CAF"
"cell_3544"	"TAM"
"cell_3545"	"ETC"
"cell_3546"	"TAM"
"cell_3547"	"DC"
"cell_3548"	"TIL"
"cell_3549"	"ETC"
"cell_3550"	"TAM"
"cell_3551"	"DC"
"cell_3552"	"TAM"
"cell_3553"	"TIL"
"cell_3554"	"TAM"
"cell_3555"	"CAF"
"cell_3556"	"ETC"
"cell_3557"	"TAM"
"cell_3558"	"Endo"
"cell_3559"	"CAF"
"cell_3560"	"TAM"
"cell_3561"	"TIL"
"cell_3562"	"TAM"
"cell_3563"	"TAM"
"cell_3564"	"TAM"
"cell_3565"	"TAM"
"cell_3566"	"ETC"
"cell_3567"	"TAM"
"cell_3568"	"TIL"
"cell_3569"	"ETC"
"cell_3570"	"TIL"
"cell_3571"	"CAF"
"cell_3572"	"TAM"
"cell_3573"	"TAM"
"cell_3574"	"TAM"
"cell_3575"	"TAM"
"cell_3576"	"TAM"
"cell_3577"	"TAM"
"cell_3578"	"TAM"
"cell_3579"	"CAF"
"cell_3580"	"ETC"
"cell_3581"	"TIL"
"cell_3582"	"TIL"
"cell_3583"	"CAF"
"cell_3584"	"TAM"
"cell_3585"	"TAM"
"cell_3586"	"Endo"
"cell_3587"	"ETC"
"cell_3588"	"TAM"
"cell_3589"	"TAM"
"cell_3590"	"TAM"
"cell_3591"	"TAM"
"cell_3592"	"DC"
"cell_3593"	"TAM"
"cell_3594"	"TIL"
"cell_3595"	"TAM"
"cell_3596"	"TAM"
"cell_3597"	"TAM"
"cell_3598"	"ETC"
"cell_3599"	"TAM"
"cell_3600"	"TAM"
"cell_3601"	"TAM"
"cell_3602"	"TAM"
"cell_3603"	"TAM"
"cell_3604"	"TIL"
"cell_3605"	"TAM"
"cell_3606"	"ETC"
"cell_3607"	"TAM"
"cell_3608"	"CAF"
"cell_3609"	"TAM"
"cell_3610"	"TAM"
"cell_3611"	"TAM"
"cell_3612"	"TAM"
"cell_3613"	"TAM"
"cell_3614"	"TIL"
"cell_3615"	"TAM"
"cell_3616"	"TAM"
"cell_3617"	"TIL"
"cell_3618"	"TIL"
"cell_3619"	"TIL"
"cell_3620"	"CAF"
"cell_3621"	"CAF"
"cell_3622"	"ETC"
"cell_3623"	"TAM"
"cell_3624"	"TAM"
"cell_3625"	"DC"
"cell_3626"	"ETC"
"cell_3627"	"TAM"
"cell_3628"	"TAM"
"cell_3629"	"TAM"
"cell_3630"	"TAM"
"cell_3631"	"CAF"
"cell_3632"	"TAM"
"cell_3633"	"TIL"
"cell_3634"	"ETC"
"cell_3635"	"TAM"
"cell_3636"	"TAM"
"cell_3637"	"TAM"
"cell_3638"	"CAF"
"cell_3639"	"TAM"
"cell_3640"	"ETC"
"cell_3641"	"ETC"
"cell_3642"	"TAM"
"cell_3643"	"TAM"
"cell_3644"	"TAM"
"cell_3645"	"TAM"
"cell_3646"	"ETC"
"cell_3647"	"TAM"
"cell_3648"	"TAM"
"cell_3649"	"TAM"
"cell_3650"	"DC"
"cell_3651"	"TAM"
"cell_3652"	"TAM"
"cell_3653"	"CAF"
"cell_3654"	"CAF"
"cell_3655"	"TAM"
"cell_3656"	"TAM"
"cell_3657"	"CAF"
"cell_3658"	"TAM"
"cell_3659"	"TIL"
"cell_3660"	"TAM"
"cell_3661"	"TAM"
"cell_3662"	"ETC"
"cell_3663"	"TAM"
"cell_3664"	"DC"
"cell_3665"	"CAF"
"cell_3666"	"ETC"
"cell_3667"	"TAM"
"cell_3668"	"CAF"
"cell_3669"	"TAM"
"cell_3670"	"TAM"
"cell_3671"	"ETC"
"cell_3672"	"TAM"
"cell_3673"	"TAM"
"cell_3674"	"CAF"
"cell_3675"	"TAM"
"cell_3676"	"ETC"
"cell_3677"	"ETC"
"cell_3678"	"DC"
"cell_3679"	"TAM"
"cell_3680"	"TAM"
"cell_3681"	"TAM"
"cell_3682"	"ETC"
"cell_3683"	"TAM"
"cell_3684"	"TAM"
"cell_3685"	"DC"
"cell_3686"	"TIL"
"cell_3687"	"CAF"
"cell_3688"	"ETC"
"cell_3689"	"ETC"
"cell_3690"	"ETC"
"cell_3691"	"TAM"
"cell_3692"	"TAM"
"cell_3693"	"TAM"
"cell_3694"	"TAM"
"cell_3695"	"TIL"
"cell_3696"	"TAM"
"cell_3697"	"CAF"
"cell_3698"	"TAM"
"cell_3699"	"TAM"
"cell_3700"	"TAM"
"cell_3701"	"CAF"
"cell_3702"	"TIL"
"cell_3703"	"TAM"
"cell_3704"	"TAM"
"cell_3705"	"TAM"
"cell_3706"	"DC"
"cell_3707"	"ETC"
"cell_3708"	"TAM"
"cell_3709"	"ETC"
"cell_3710"	"ETC"
"cell_3711"	"TAM"
"cell_3712"	"TAM"
"cell_3713"	"TAM"
"cell_3714"	"ETC"
"cell_3715"	"TAM"
"cell_3716"	"ETC"
"cell_3717"	"ETC"
"cell_3718"	"TIL"
"cell_3719"	"TAM"
"cell_3720"	"ETC"
"cell_3721"	"TAM"
"cell_3722"	"CAF"
"cell_3723"	"TAM"
"cell_3724"	"DC"
"cell_3725"	"TAM"
"cell_3726"	"TAM"
"cell_3727"	"TAM"
"cell_3728"	"TAM"
"cell_3729"	"TIL"
"cell_3730"	"ETC"
"cell_3731"	"TAM"
"cell_3732"	"ETC"
"cell_3733"	"CAF"
"cell_3734"	"TAM"
"cell_3735"	"TAM"
"cell_3736"	"TIL"
"cell_3737"	"CAF"
"cell_3738"	"CAF"
"cell_3739"	"ETC"
"cell_3740"	"ETC"
"cell_3741"	"TAM"
"cell_3742"	"ETC"
"cell_3743"	"TIL"
"cell_3744"	"TAM"
"cell_3745"	"TAM"
"cell_3746"	"ETC"
"cell_3747"	"TAM"
"cell_3748"	"ETC"
"cell_3749"	"CAF"
"cell_3750"	"TAM"
"cell_3751"	"CAF"
"cell_3752"	"CAF"
"cell_3753"	"TAM"
"cell_3754"	"TAM"
"cell_3755"	"ETC"
"cell_3756"	"TAM"
"cell_3757"	"TAM"
"cell_3758"	"TIL"
"cell_3759"	"TIL"
"cell_3760"	"TAM"
"cell_3761"	"ETC"
"cell_3762"	"TAM"
"cell_3763"	"TAM"
"cell_3764"	"TAM"
"cell_3765"	"TAM"
"cell_3766"	"TAM"
"cell_3767"	"ETC"
"cell_3768"	"DC"
"cell_3769"	"TAM"
"cell_3770"	"DC"
"cell_3771"	"ETC"
"cell_3772"	"TAM"
"cell_3773"	"ETC"
"cell_3774"	"ETC"
"cell_3775"	"TAM"
"cell_3776"	"ETC"
"cell_3777"	"CAF"
"cell_3778"	"CAF"
"cell_3779"	"TAM"
"cell_3780"	"CAF"
"cell_3781"	"ETC"
"cell_3782"	"ETC"
"cell_3783"	"TAM"
"cell_3784"	"TAM"
"cell_3785"	"TAM"
"cell_3786"	"TAM"
"cell_3787"	"TAM"
"cell_3788"	"TAM"
"cell_3789"	"TAM"
"cell_3790"	"CAF"
"cell_3791"	"TAM"
"cell_3792"	"TAM"
"cell_3793"	"ETC"
"cell_3794"	"TAM"
"cell_3795"	"TAM"
"cell_3796"	"TAM"
"cell_3797"	"CAF"
"cell_3798"	"TAM"
"cell_3799"	"TIL"
"cell_3800"	"TIL"
"cell_3801"	"ETC"
"cell_3802"	"TAM"
"cell_3803"	"DC"
"cell_3804"	"TAM"
"cell_3805"	"ETC"
"cell_3806"	"TIL"
"cell_3807"	"ETC"
"cell_3808"	"TAM"
"cell_3809"	"ETC"
"cell_3810"	"TAM"
"cell_3811"	"TAM"
"cell_3812"	"ETC"
"cell_3813"	"ETC"
"cell_3814"	"TAM"
"cell_3815"	"TAM"
"cell_3816"	"TAM"
"cell_3817"	"TAM"
"cell_3818"	"ETC"
"cell_3819"	"TAM"
"cell_3820"	"TAM"
"cell_3821"	"CAF"
"cell_3822"	"CAF"
"cell_3823"	"DC"
"cell_3824"	"TAM"
"cell_3825"	"TAM"
"cell_3826"	"ETC"
"cell_3827"	"TIL"
"cell_3828"	"TAM"
"cell_3829"	"TAM"
"cell_3830"	"TAM"
"cell_3831"	"TAM"
"cell_3832"	"TAM"
"cell_3833"	"TAM"
"cell_3834"	"ETC"
"cell_3835"	"TAM"
"cell_3836"	"ETC"
"cell_3837"	"TAM"
"cell_3838"	"TAM"
"cell_3839"	"TAM"
"cell_3840"	"TAM"
"cell_3841"	"TIL"
"cell_3842"	"TAM"
"cell_3843"	"CAF"
"cell_3844"	"ETC"
"cell_3845"	"ETC"
"cell_3846"	"CAF"
"cell_3847"	"CAF"
"cell_3848"	"ETC"
"cell_3849"	"ETC"
"cell_3850"	"CAF"
"cell_3851"	"CAF"
"cell_3852"	"ETC"
"cell_3853"	"ETC"
"cell_3854"	"CAF"
"cell_3855"	"ETC"
"cell_3856"	"CAF"
"cell_3857"	"DC"
"cell_3858"	"ETC"
"cell_3859"	"ETC"
"cell_3860"	"TAM"
"cell_3861"	"ETC"
"cell_3862"	"ETC"
"cell_3863"	"ETC"
"cell_3864"	"ETC"
"cell_3865"	"ETC"
"cell_3866"	"ETC"
"cell_3867"	"ETC"
"cell_3868"	"ETC"
"cell_3869"	"ETC"
"cell_3870"	"ETC"
"cell_3871"	"ETC"
"cell_3872"	"ETC"
"cell_3873"	"CAF"
"cell_3874"	"CAF"
"cell_3875"	"ETC"
"cell_3876"	"ETC"
"cell_3877"	"CAF"
"cell_3878"	"ETC"
"cell_3879"	"ETC"
"cell_3880"	"TAM"
"cell_3881"	"ETC"
"cell_3882"	"ETC"
"cell_3883"	"ETC"
"cell_3884"	"ETC"
"cell_3885"	"ETC"
"cell_3886"	"ETC"
"cell_3887"	"ETC"
"cell_3888"	"ETC"
"cell_3889"	"ETC"
"cell_3890"	"ETC"
"cell_3891"	"TAM"
"cell_3892"	"ETC"
"cell_3893"	"CAF"
"cell_3894"	"ETC"
"cell_3895"	"TAM"
"cell_3896"	"ETC"
"cell_3897"	"ETC"
"cell_3898"	"ETC"
"cell_3899"	"ETC"
"cell_3900"	"ETC"
"cell_3901"	"ETC"
"cell_3902"	"ETC"
"cell_3903"	"ETC"
"cell_3904"	"CAF"
"cell_3905"	"CAF"
"cell_3906"	"ETC"
"cell_3907"	"ETC"
"cell_3908"	"TAM"
"cell_3909"	"ETC"
"cell_3910"	"ETC"
"cell_3911"	"ETC"
"cell_3912"	"ETC"
"cell_3913"	"ETC"
"cell_3914"	"ETC"
"cell_3915"	"CAF"
"cell_3916"	"ETC"
"cell_3917"	"ETC"
"cell_3918"	"ETC"
"cell_3919"	"ETC"
"cell_3920"	"ETC"
"cell_3921"	"ETC"
"cell_3922"	"ETC"
"cell_3923"	"ETC"
"cell_3924"	"ETC"
"cell_3925"	"CAF"
"cell_3926"	"DC"
"cell_3927"	"ETC"
"cell_3928"	"ETC"
"cell_3929"	"ETC"
"cell_3930"	"ETC"
"cell_3931"	"ETC"
"cell_3932"	"ETC"
"cell_3933"	"Endo"
"cell_3934"	"ETC"
"cell_3935"	"ETC"
"cell_3936"	"ETC"
"cell_3937"	"ETC"
"cell_3938"	"ETC"
"cell_3939"	"ETC"
"cell_3940"	"CAF"
"cell_3941"	"ETC"
"cell_3942"	"ETC"
"cell_3943"	"ETC"
"cell_3944"	"ETC"
"cell_3945"	"TAM"
"cell_3946"	"TAM"
"cell_3947"	"ETC"
"cell_3948"	"TAM"
"cell_3949"	"CAF"
"cell_3950"	"ETC"
"cell_3951"	"TAM"
"cell_3952"	"CAF"
"cell_3953"	"CAF"
"cell_3954"	"ETC"
"cell_3955"	"ETC"
"cell_3956"	"ETC"
"cell_3957"	"ETC"
"cell_3958"	"CAF"
"cell_3959"	"ETC"
"cell_3960"	"CAF"
"cell_3961"	"ETC"
"cell_3962"	"ETC"
"cell_3963"	"ETC"
"cell_3964"	"ETC"
"cell_3965"	"ETC"
"cell_3966"	"ETC"
"cell_3967"	"ETC"
"cell_3968"	"ETC"
"cell_3969"	"ETC"
"cell_3970"	"ETC"
"cell_3971"	"ETC"
"cell_3972"	"ETC"
"cell_3973"	"ETC"
"cell_3974"	"ETC"
"cell_3975"	"ETC"
"cell_3976"	"TAM"
"cell_3977"	"ETC"
"cell_3978"	"ETC"
"cell_3979"	"ETC"
"cell_3980"	"ETC"
"cell_3981"	"CAF"
"cell_3982"	"DC"
"cell_3983"	"ETC"
"cell_3984"	"ETC"
"cell_3985"	"CAF"
"cell_3986"	"CAF"
"cell_3987"	"ETC"
"cell_3988"	"CAF"
"cell_3989"	"ETC"
"cell_3990"	"CAF"
"cell_3991"	"ETC"
"cell_3992"	"ETC"
"cell_3993"	"ETC"
"cell_3994"	"ETC"
"cell_3995"	"ETC"
"cell_3996"	"ETC"
"cell_3997"	"ETC"
"cell_3998"	"ETC"
"cell_3999"	"ETC"
"cell_4000"	"ETC"
"cell_4001"	"ETC"
"cell_4002"	"ETC"
"cell_4003"	"CAF"
"cell_4004"	"ETC"
"cell_4005"	"ETC"
"cell_4006"	"CAF"
"cell_4007"	"ETC"
"cell_4008"	"ETC"
"cell_4009"	"CAF"
"cell_4010"	"CAF"
"cell_4011"	"TAM"
"cell_4012"	"ETC"
"cell_4013"	"TAM"
"cell_4014"	"ETC"
"cell_4015"	"ETC"
"cell_4016"	"CAF"
"cell_4017"	"TAM"
"cell_4018"	"ETC"
"cell_4019"	"CAF"
"cell_4020"	"TAM"
"cell_4021"	"ETC"
"cell_4022"	"Endo"
"cell_4023"	"ETC"
"cell_4024"	"CAF"
"cell_4025"	"ETC"
"cell_4026"	"ETC"
"cell_4027"	"ETC"
"cell_4028"	"ETC"
"cell_4029"	"ETC"
"cell_4030"	"ETC"
"cell_4031"	"ETC"
"cell_4032"	"CAF"
"cell_4033"	"ETC"
"cell_4034"	"ETC"
"cell_4035"	"ETC"
"cell_4036"	"ETC"
"cell_4037"	"TAM"
"cell_4038"	"ETC"
"cell_4039"	"ETC"
"cell_4040"	"ETC"
"cell_4041"	"ETC"
"cell_4042"	"ETC"
"cell_4043"	"ETC"
"cell_4044"	"ETC"
"cell_4045"	"TAM"
"cell_4046"	"ETC"
"cell_4047"	"ETC"
"cell_4048"	"CAF"
"cell_4049"	"ETC"
"cell_4050"	"ETC"
"cell_4051"	"ETC"
"cell_4052"	"ETC"
"cell_4053"	"CAF"
"cell_4054"	"ETC"
"cell_4055"	"CAF"
"cell_4056"	"ETC"
"cell_4057"	"ETC"
"cell_4058"	"TAM"
"cell_4059"	"ETC"
"cell_4060"	"ETC"
"cell_4061"	"TAM"
"cell_4062"	"ETC"
"cell_4063"	"ETC"
"cell_4064"	"Endo"
"cell_4065"	"CAF"
"cell_4066"	"ETC"
"cell_4067"	"ETC"
"cell_4068"	"ETC"
"cell_4069"	"ETC"
"cell_4070"	"ETC"
"cell_4071"	"ETC"
"cell_4072"	"ETC"
"cell_4073"	"ETC"
"cell_4074"	"ETC"
